央视频道,#genre#
CCTV7,http://222.129.139.229:8888/udp/239.3.1.61:8104,0.86
CCTV7,http://114.252.235.176:8000/udp/239.3.1.61:8104,0.84
CCTV7,http://114.244.233.134:7088/udp/239.3.1.61:8104,0.8
CCTV7,http://175.173.198.22:9009/udp/232.0.0.136:1234,0.76
CCTV7,http://222.128.86.76:8133/udp/239.3.1.61:8104,0.76
CCTV7,http://114.254.93.146:2222/udp/239.3.1.61:8104,0.75
CCTV7,http://114.243.98.12:8888/udp/239.3.1.61:8104,0.7
CCTV7,http://123.113.237.160:8888/udp/239.3.1.61:8104,0.69
CCTV7,http://222.129.139.91:8888/udp/239.3.1.61:8104,0.65
CCTV7,http://114.243.102.173:8888/udp/239.3.1.61:8104,0.63
CCTV7,http://60.7.56.22:4000/udp/239.253.92.194:6059,0.62
CCTV7,http://114.254.91.251:2222/udp/239.3.1.61:8104,0.61
CCTV7,http://120.6.209.42:8866/udp/239.253.92.194:6059,0.57
CCTV7,http://221.221.167.14:8888/udp/239.3.1.61:8104,0.57
CCTV7,http://114.254.91.244:2222/udp/239.3.1.61:8104,0.56
CCTV7,http://60.7.56.33:4000/udp/239.253.92.194:6059,0.55
CCTV7,http://175.173.198.22:9001/udp/232.0.0.136:1234,0.55
CCTV7,http://114.254.87.41:2222/udp/239.3.1.61:8104,0.37
CCTV7,http://114.254.87.170:2222/udp/239.3.1.61:8104,0.35
CCTV7,http://114.254.82.176:2222/udp/239.3.1.61:8104,0.25
CCTV8,http://175.173.198.22:9020/udp/232.0.0.173:1234,1.35
CCTV8,http://60.2.190.206:4000/udp/239.253.92.195:6060,1.02
CCTV8,http://60.10.106.114:555/udp/239.253.92.195:6060,1.02
CCTV8,http://101.20.43.127:555/udp/239.253.92.195:6060,1.02
CCTV8,http://175.146.122.104:8888/udp/232.0.0.173:1234,1.02
CCTV8,http://111.196.135.75:8686/udp/239.3.1.175:8001,1.02
CCTV8,http://114.252.238.87:8000/udp/239.3.1.175:8001,1.02
CCTV8,http://221.222.162.206:8888/udp/239.3.1.175:8001,1.01
CCTV8,http://111.199.234.10:18888/udp/239.3.1.175:8001,0.97
CCTV8,http://114.254.85.102:8888/udp/239.3.1.175:8001,0.96
CCTV8,http://114.243.102.150:8888/udp/239.3.1.175:8001,0.95
CCTV8,http://123.113.249.203:8888/udp/239.3.1.175:8001,0.94
CCTV8,http://123.118.159.0:8686/udp/239.3.1.175:8001,0.94
CCTV8,http://111.196.12.108:7088/udp/239.3.1.175:8001,0.92
CCTV8,http://123.113.187.204:8000/udp/239.3.1.175:8001,0.92
CCTV8,http://111.196.129.152:20000/udp/239.3.1.175:8001,0.91
CCTV8,http://123.113.189.90:8001/udp/239.3.1.175:8001,0.9
CCTV8,http://114.244.237.230:7088/udp/239.3.1.175:8001,0.9
CCTV8,http://175.173.198.22:9010/udp/232.0.0.173:1234,0.86
CCTV8,http://221.221.162.225:8888/udp/239.3.1.175:8001,0.86
CCTV8,http://222.129.139.229:8888/udp/239.3.1.175:8001,0.86
CCTV8,http://114.252.235.176:8000/udp/239.3.1.175:8001,0.84
CCTV8,http://114.244.233.134:7088/udp/239.3.1.175:8001,0.8
CCTV8,http://175.173.198.22:9009/udp/232.0.0.173:1234,0.76
CCTV8,http://222.128.86.76:8133/udp/239.3.1.175:8001,0.76
CCTV8,http://114.254.93.146:2222/udp/239.3.1.175:8001,0.75
CCTV8,http://114.243.98.12:8888/udp/239.3.1.175:8001,0.7
CCTV8,http://123.113.237.160:8888/udp/239.3.1.175:8001,0.69
CCTV8,http://222.129.139.91:8888/udp/239.3.1.175:8001,0.65
CCTV8,http://114.243.102.173:8888/udp/239.3.1.175:8001,0.63
CCTV8,http://60.7.56.22:4000/udp/239.253.92.195:6060,0.62
CCTV8,http://114.254.91.251:2222/udp/239.3.1.175:8001,0.61
CCTV8,http://120.6.209.42:8866/udp/239.253.92.195:6060,0.57
CCTV8,http://221.221.167.14:8888/udp/239.3.1.175:8001,0.57
CCTV8,http://114.254.91.244:2222/udp/239.3.1.175:8001,0.56
CCTV8,http://60.7.56.33:4000/udp/239.253.92.195:6060,0.55
CCTV8,http://175.173.198.22:9001/udp/232.0.0.173:1234,0.55
CCTV8,http://114.254.87.41:2222/udp/239.3.1.175:8001,0.37
CCTV8,http://114.254.87.170:2222/udp/239.3.1.175:8001,0.35
CCTV8,http://114.254.82.176:2222/udp/239.3.1.175:8001,0.25
CCTV9,http://175.173.198.22:9020/udp/232.0.0.137:1234,1.35
CCTV9,http://60.2.190.206:4000/udp/239.253.92.107:6020,1.02
CCTV9,http://60.10.106.114:555/udp/239.253.92.107:6020,1.02
CCTV9,http://101.20.43.127:555/udp/239.253.92.107:6020,1.02
CCTV9,http://175.146.122.104:8888/udp/232.0.0.137:1234,1.02
CCTV9,http://111.196.135.75:8686/udp/239.3.1.62:8112,1.02
CCTV9,http://114.252.238.87:8000/udp/239.3.1.62:8112,1.02
CCTV9,http://221.222.162.206:8888/udp/239.3.1.62:8112,1.01
CCTV9,http://111.199.234.10:18888/udp/239.3.1.62:8112,0.97
CCTV9,http://114.254.85.102:8888/udp/239.3.1.62:8112,0.96
CCTV9,http://114.243.102.150:8888/udp/239.3.1.62:8112,0.95
CCTV9,http://123.113.249.203:8888/udp/239.3.1.62:8112,0.94
CCTV9,http://123.118.159.0:8686/udp/239.3.1.62:8112,0.94
CCTV9,http://111.196.12.108:7088/udp/239.3.1.62:8112,0.92
CCTV9,http://123.113.187.204:8000/udp/239.3.1.62:8112,0.92
CCTV9,http://111.196.129.152:20000/udp/239.3.1.62:8112,0.91
CCTV9,http://123.113.189.90:8001/udp/239.3.1.62:8112,0.9
CCTV9,http://114.244.237.230:7088/udp/239.3.1.62:8112,0.9
CCTV9,http://175.173.198.22:9010/udp/232.0.0.137:1234,0.86
CCTV9,http://221.221.162.225:8888/udp/239.3.1.62:8112,0.86
CCTV9,http://222.129.139.229:8888/udp/239.3.1.62:8112,0.86
CCTV9,http://114.252.235.176:8000/udp/239.3.1.62:8112,0.84
CCTV9,http://114.244.233.134:7088/udp/239.3.1.62:8112,0.8
CCTV9,http://175.173.198.22:9009/udp/232.0.0.137:1234,0.76
CCTV9,http://222.128.86.76:8133/udp/239.3.1.62:8112,0.76
CCTV9,http://114.254.93.146:2222/udp/239.3.1.62:8112,0.75
CCTV9,http://114.243.98.12:8888/udp/239.3.1.62:8112,0.7
CCTV9,http://123.113.237.160:8888/udp/239.3.1.62:8112,0.69
CCTV9,http://222.129.139.91:8888/udp/239.3.1.62:8112,0.65
CCTV9,http://114.243.102.173:8888/udp/239.3.1.62:8112,0.63
CCTV9,http://60.7.56.22:4000/udp/239.253.92.107:6020,0.62
CCTV9,http://114.254.91.251:2222/udp/239.3.1.62:8112,0.61
CCTV9,http://120.6.209.42:8866/udp/239.253.92.107:6020,0.57
CCTV9,http://221.221.167.14:8888/udp/239.3.1.62:8112,0.57
CCTV9,http://114.254.91.244:2222/udp/239.3.1.62:8112,0.56
CCTV9,http://60.7.56.33:4000/udp/239.253.92.107:6020,0.55
CCTV9,http://175.173.198.22:9001/udp/232.0.0.137:1234,0.55
CCTV9,http://114.254.87.41:2222/udp/239.3.1.62:8112,0.37
CCTV9,http://114.254.87.170:2222/udp/239.3.1.62:8112,0.35
CCTV9,http://114.254.82.176:2222/udp/239.3.1.62:8112,0.25
CCTV10,http://175.173.198.22:9020/udp/232.0.0.138:1234,1.35
CCTV10,http://60.2.190.206:4000/udp/239.253.92.196:6061,1.02
CCTV10,http://60.10.106.114:555/udp/239.253.92.196:6061,1.02
CCTV10,http://101.20.43.127:555/udp/239.253.92.196:6061,1.02
CCTV10,http://175.146.122.104:8888/udp/232.0.0.138:1234,1.02
CCTV10,http://111.196.135.75:8686/udp/239.3.1.63:8116,1.02
CCTV10,http://114.252.238.87:8000/udp/239.3.1.63:8116,1.02
CCTV10,http://221.222.162.206:8888/udp/239.3.1.63:8116,1.01
CCTV10,http://111.199.234.10:18888/udp/239.3.1.63:8116,0.97
CCTV10,http://114.254.85.102:8888/udp/239.3.1.63:8116,0.96
CCTV10,http://114.243.102.150:8888/udp/239.3.1.63:8116,0.95
CCTV10,http://123.113.249.203:8888/udp/239.3.1.63:8116,0.94
CCTV10,http://123.118.159.0:8686/udp/239.3.1.63:8116,0.94
CCTV10,http://111.196.12.108:7088/udp/239.3.1.63:8116,0.92
CCTV10,http://123.113.187.204:8000/udp/239.3.1.63:8116,0.92
CCTV10,http://111.196.129.152:20000/udp/239.3.1.63:8116,0.91
CCTV10,http://123.113.189.90:8001/udp/239.3.1.63:8116,0.9
CCTV10,http://114.244.237.230:7088/udp/239.3.1.63:8116,0.9
CCTV10,http://175.173.198.22:9010/udp/232.0.0.138:1234,0.86
CCTV10,http://221.221.162.225:8888/udp/239.3.1.63:8116,0.86
CCTV10,http://222.129.139.229:8888/udp/239.3.1.63:8116,0.86
CCTV10,http://114.252.235.176:8000/udp/239.3.1.63:8116,0.84
CCTV10,http://114.244.233.134:7088/udp/239.3.1.63:8116,0.8
CCTV10,http://175.173.198.22:9009/udp/232.0.0.138:1234,0.76
CCTV10,http://222.128.86.76:8133/udp/239.3.1.63:8116,0.76
CCTV10,http://114.254.93.146:2222/udp/239.3.1.63:8116,0.75
CCTV10,http://114.243.98.12:8888/udp/239.3.1.63:8116,0.7
CCTV10,http://123.113.237.160:8888/udp/239.3.1.63:8116,0.69
CCTV10,http://222.129.139.91:8888/udp/239.3.1.63:8116,0.65
CCTV10,http://114.243.102.173:8888/udp/239.3.1.63:8116,0.63
CCTV10,http://60.7.56.22:4000/udp/239.253.92.196:6061,0.62
CCTV10,http://114.254.91.251:2222/udp/239.3.1.63:8116,0.61
CCTV10,http://120.6.209.42:8866/udp/239.253.92.196:6061,0.57
CCTV10,http://221.221.167.14:8888/udp/239.3.1.63:8116,0.57
CCTV10,http://114.254.91.244:2222/udp/239.3.1.63:8116,0.56
CCTV10,http://60.7.56.33:4000/udp/239.253.92.196:6061,0.55
CCTV10,http://175.173.198.22:9001/udp/232.0.0.138:1234,0.55
CCTV10,http://114.254.87.41:2222/udp/239.3.1.63:8116,0.37
CCTV10,http://114.254.87.170:2222/udp/239.3.1.63:8116,0.35
CCTV10,http://114.254.82.176:2222/udp/239.3.1.63:8116,0.25
CCTV11,http://175.173.198.22:9020/udp/232.0.0.178:1234,1.35
CCTV11,http://60.2.190.206:4000/udp/239.253.93.153:6321,1.02
CCTV11,http://60.10.106.114:555/udp/239.253.93.153:6321,1.02
CCTV11,http://101.20.43.127:555/udp/239.253.93.153:6321,1.02
CCTV11,http://175.146.122.104:8888/udp/232.0.0.178:1234,1.02
CCTV11,http://111.196.135.75:8686/udp/239.3.1.152:8120,1.02
CCTV11,http://114.252.238.87:8000/udp/239.3.1.152:8120,1.02
CCTV11,http://221.222.162.206:8888/udp/239.3.1.152:8120,1.01
CCTV11,http://111.199.234.10:18888/udp/239.3.1.152:8120,0.97
CCTV11,http://114.254.85.102:8888/udp/239.3.1.152:8120,0.96
CCTV11,http://114.243.102.150:8888/udp/239.3.1.152:8120,0.95
CCTV11,http://123.113.249.203:8888/udp/239.3.1.152:8120,0.94
CCTV11,http://123.118.159.0:8686/udp/239.3.1.152:8120,0.94
CCTV11,http://111.196.12.108:7088/udp/239.3.1.152:8120,0.92
CCTV11,http://123.113.187.204:8000/udp/239.3.1.152:8120,0.92
CCTV11,http://111.196.129.152:20000/udp/239.3.1.152:8120,0.91
CCTV11,http://123.113.189.90:8001/udp/239.3.1.152:8120,0.9
CCTV11,http://114.244.237.230:7088/udp/239.3.1.152:8120,0.9
CCTV11,http://175.173.198.22:9010/udp/232.0.0.178:1234,0.86
CCTV11,http://221.221.162.225:8888/udp/239.3.1.152:8120,0.86
CCTV11,http://222.129.139.229:8888/udp/239.3.1.152:8120,0.86
CCTV11,http://114.252.235.176:8000/udp/239.3.1.152:8120,0.84
CCTV11,http://114.244.233.134:7088/udp/239.3.1.152:8120,0.8
CCTV11,http://175.173.198.22:9009/udp/232.0.0.178:1234,0.76
CCTV11,http://222.128.86.76:8133/udp/239.3.1.152:8120,0.76
CCTV11,http://114.254.93.146:2222/udp/239.3.1.152:8120,0.75
CCTV11,http://114.243.98.12:8888/udp/239.3.1.152:8120,0.7
CCTV11,http://123.113.237.160:8888/udp/239.3.1.152:8120,0.69
CCTV11,http://222.129.139.91:8888/udp/239.3.1.152:8120,0.65
CCTV11,http://114.243.102.173:8888/udp/239.3.1.152:8120,0.63
CCTV11,http://60.7.56.22:4000/udp/239.253.93.153:6321,0.62
CCTV11,http://114.254.91.251:2222/udp/239.3.1.152:8120,0.61
CCTV11,http://120.6.209.42:8866/udp/239.253.93.153:6321,0.57
CCTV11,http://221.221.167.14:8888/udp/239.3.1.152:8120,0.57
CCTV11,http://114.254.91.244:2222/udp/239.3.1.152:8120,0.56
CCTV11,http://60.7.56.33:4000/udp/239.253.93.153:6321,0.55
CCTV11,http://175.173.198.22:9001/udp/232.0.0.178:1234,0.55
CCTV11,http://114.254.87.41:2222/udp/239.3.1.152:8120,0.37
CCTV11,http://114.254.87.170:2222/udp/239.3.1.152:8120,0.35
CCTV11,http://114.254.82.176:2222/udp/239.3.1.152:8120,0.25
CCTV12,http://175.173.198.22:9020/udp/232.0.0.139:1234,1.35
CCTV12,http://60.2.190.206:4000/udp/239.253.92.197:6062,1.02
CCTV12,http://60.10.106.114:555/udp/239.253.92.197:6062,1.02
CCTV12,http://101.20.43.127:555/udp/239.253.92.197:6062,1.02
CCTV12,http://175.146.122.104:8888/udp/232.0.0.139:1234,1.02
CCTV12,http://111.196.135.75:8686/udp/239.3.1.64:8124,1.02
CCTV12,http://114.252.238.87:8000/udp/239.3.1.64:8124,1.02
CCTV12,http://221.222.162.206:8888/udp/239.3.1.64:8124,1.01
CCTV12,http://111.199.234.10:18888/udp/239.3.1.64:8124,0.97
CCTV12,http://114.254.85.102:8888/udp/239.3.1.64:8124,0.96
CCTV12,http://114.243.102.150:8888/udp/239.3.1.64:8124,0.95
CCTV12,http://123.113.249.203:8888/udp/239.3.1.64:8124,0.94
CCTV12,http://123.118.159.0:8686/udp/239.3.1.64:8124,0.94
CCTV12,http://111.196.12.108:7088/udp/239.3.1.64:8124,0.92
CCTV12,http://123.113.187.204:8000/udp/239.3.1.64:8124,0.92
CCTV12,http://111.196.129.152:20000/udp/239.3.1.64:8124,0.91
CCTV12,http://123.113.189.90:8001/udp/239.3.1.64:8124,0.9
CCTV12,http://114.244.237.230:7088/udp/239.3.1.64:8124,0.9
CCTV12,http://175.173.198.22:9010/udp/232.0.0.139:1234,0.86
CCTV12,http://221.221.162.225:8888/udp/239.3.1.64:8124,0.86
CCTV12,http://222.129.139.229:8888/udp/239.3.1.64:8124,0.86
CCTV12,http://114.252.235.176:8000/udp/239.3.1.64:8124,0.84
CCTV12,http://114.244.233.134:7088/udp/239.3.1.64:8124,0.8
CCTV12,http://175.173.198.22:9009/udp/232.0.0.139:1234,0.76
CCTV12,http://222.128.86.76:8133/udp/239.3.1.64:8124,0.76
CCTV12,http://114.254.93.146:2222/udp/239.3.1.64:8124,0.75
CCTV12,http://114.243.98.12:8888/udp/239.3.1.64:8124,0.7
CCTV12,http://123.113.237.160:8888/udp/239.3.1.64:8124,0.69
CCTV12,http://222.129.139.91:8888/udp/239.3.1.64:8124,0.65
CCTV12,http://114.243.102.173:8888/udp/239.3.1.64:8124,0.63
CCTV12,http://60.7.56.22:4000/udp/239.253.92.197:6062,0.62
CCTV12,http://114.254.91.251:2222/udp/239.3.1.64:8124,0.61
CCTV12,http://120.6.209.42:8866/udp/239.253.92.197:6062,0.57
CCTV12,http://221.221.167.14:8888/udp/239.3.1.64:8124,0.57
CCTV12,http://114.254.91.244:2222/udp/239.3.1.64:8124,0.56
CCTV12,http://60.7.56.33:4000/udp/239.253.92.197:6062,0.55
CCTV12,http://175.173.198.22:9001/udp/232.0.0.139:1234,0.55
CCTV12,http://114.254.87.41:2222/udp/239.3.1.64:8124,0.37
CCTV12,http://114.254.87.170:2222/udp/239.3.1.64:8124,0.35
CCTV12,http://114.254.82.176:2222/udp/239.3.1.64:8124,0.25
CCTV13,http://175.173.198.22:9020/udp/232.0.0.15:1234,1.35
CCTV13,http://60.2.190.206:4000/udp/239.253.92.13:8008,1.02
CCTV13,http://60.10.106.114:555/udp/239.253.92.13:8008,1.02
CCTV13,http://101.20.43.127:555/udp/239.253.92.13:8008,1.02
CCTV13,http://175.146.122.104:8888/udp/232.0.0.15:1234,1.02
CCTV13,http://111.196.135.75:8686/udp/239.3.1.124:8128,1.02
CCTV13,http://114.252.238.87:8000/udp/239.3.1.124:8128,1.02
CCTV13,http://221.222.162.206:8888/udp/239.3.1.124:8128,1.01
CCTV13,http://111.199.234.10:18888/udp/239.3.1.124:8128,0.97
CCTV13,http://114.254.85.102:8888/udp/239.3.1.124:8128,0.96
CCTV13,http://114.243.102.150:8888/udp/239.3.1.124:8128,0.95
CCTV13,http://123.113.249.203:8888/udp/239.3.1.124:8128,0.94
CCTV13,http://123.118.159.0:8686/udp/239.3.1.124:8128,0.94
CCTV13,http://111.196.12.108:7088/udp/239.3.1.124:8128,0.92
CCTV13,http://123.113.187.204:8000/udp/239.3.1.124:8128,0.92
CCTV13,http://111.196.129.152:20000/udp/239.3.1.124:8128,0.91
CCTV13,http://123.113.189.90:8001/udp/239.3.1.124:8128,0.9
CCTV13,http://114.244.237.230:7088/udp/239.3.1.124:8128,0.9
CCTV13,http://175.173.198.22:9010/udp/232.0.0.15:1234,0.86
CCTV13,http://221.221.162.225:8888/udp/239.3.1.124:8128,0.86
CCTV13,http://222.129.139.229:8888/udp/239.3.1.124:8128,0.86
CCTV13,http://114.252.235.176:8000/udp/239.3.1.124:8128,0.84
CCTV13,http://114.244.233.134:7088/udp/239.3.1.124:8128,0.8
CCTV13,http://175.173.198.22:9009/udp/232.0.0.15:1234,0.76
CCTV13,http://222.128.86.76:8133/udp/239.3.1.124:8128,0.76
CCTV13,http://114.254.93.146:2222/udp/239.3.1.124:8128,0.75
CCTV13,http://114.243.98.12:8888/udp/239.3.1.124:8128,0.7
CCTV13,http://123.113.237.160:8888/udp/239.3.1.124:8128,0.69
CCTV13,http://222.129.139.91:8888/udp/239.3.1.124:8128,0.65
CCTV13,http://114.243.102.173:8888/udp/239.3.1.124:8128,0.63
CCTV13,http://60.7.56.22:4000/udp/239.253.92.13:8008,0.62
CCTV13,http://114.254.91.251:2222/udp/239.3.1.124:8128,0.61
CCTV13,http://120.6.209.42:8866/udp/239.253.92.13:8008,0.57
CCTV13,http://221.221.167.14:8888/udp/239.3.1.124:8128,0.57
CCTV13,http://114.254.91.244:2222/udp/239.3.1.124:8128,0.56
CCTV13,http://60.7.56.33:4000/udp/239.253.92.13:8008,0.55
CCTV13,http://175.173.198.22:9001/udp/232.0.0.15:1234,0.55
CCTV13,http://114.254.87.41:2222/udp/239.3.1.124:8128,0.37
CCTV13,http://114.254.87.170:2222/udp/239.3.1.124:8128,0.35
CCTV13,http://114.254.82.176:2222/udp/239.3.1.124:8128,0.25
CCTV14,http://175.173.198.22:9020/udp/232.0.0.140:1234,1.35
CCTV14,http://60.2.190.206:4000/udp/239.253.92.198:6063,1.02
CCTV14,http://60.10.106.114:555/udp/239.253.92.198:6063,1.02
CCTV14,http://101.20.43.127:555/udp/239.253.92.198:6063,1.02
CCTV14,http://175.146.122.104:8888/udp/232.0.0.140:1234,1.02
CCTV14,http://111.196.135.75:8686/udp/239.3.1.65:8132,1.02
CCTV14,http://114.252.238.87:8000/udp/239.3.1.65:8132,1.02
CCTV14,http://221.222.162.206:8888/udp/239.3.1.65:8132,1.01
CCTV14,http://111.199.234.10:18888/udp/239.3.1.65:8132,0.97
CCTV14,http://114.254.85.102:8888/udp/239.3.1.65:8132,0.96
CCTV14,http://114.243.102.150:8888/udp/239.3.1.65:8132,0.95
CCTV14,http://123.113.249.203:8888/udp/239.3.1.65:8132,0.94
CCTV14,http://123.118.159.0:8686/udp/239.3.1.65:8132,0.94
CCTV14,http://111.196.12.108:7088/udp/239.3.1.65:8132,0.92
CCTV14,http://123.113.187.204:8000/udp/239.3.1.65:8132,0.92
CCTV14,http://111.196.129.152:20000/udp/239.3.1.65:8132,0.91
CCTV14,http://123.113.189.90:8001/udp/239.3.1.65:8132,0.9
CCTV14,http://114.244.237.230:7088/udp/239.3.1.65:8132,0.9
CCTV14,http://175.173.198.22:9010/udp/232.0.0.140:1234,0.86
CCTV14,http://221.221.162.225:8888/udp/239.3.1.65:8132,0.86
CCTV14,http://222.129.139.229:8888/udp/239.3.1.65:8132,0.86
CCTV14,http://114.252.235.176:8000/udp/239.3.1.65:8132,0.84
CCTV14,http://114.244.233.134:7088/udp/239.3.1.65:8132,0.8
CCTV14,http://175.173.198.22:9009/udp/232.0.0.140:1234,0.76
CCTV14,http://222.128.86.76:8133/udp/239.3.1.65:8132,0.76
CCTV14,http://114.254.93.146:2222/udp/239.3.1.65:8132,0.75
CCTV14,http://114.243.98.12:8888/udp/239.3.1.65:8132,0.7
CCTV14,http://123.113.237.160:8888/udp/239.3.1.65:8132,0.69
CCTV14,http://222.129.139.91:8888/udp/239.3.1.65:8132,0.65
CCTV14,http://114.243.102.173:8888/udp/239.3.1.65:8132,0.63
CCTV14,http://60.7.56.22:4000/udp/239.253.92.198:6063,0.62
CCTV14,http://114.254.91.251:2222/udp/239.3.1.65:8132,0.61
CCTV14,http://120.6.209.42:8866/udp/239.253.92.198:6063,0.57
CCTV14,http://221.221.167.14:8888/udp/239.3.1.65:8132,0.57
CCTV14,http://114.254.91.244:2222/udp/239.3.1.65:8132,0.56
CCTV14,http://60.7.56.33:4000/udp/239.253.92.198:6063,0.55
CCTV14,http://175.173.198.22:9001/udp/232.0.0.140:1234,0.55
CCTV14,http://114.254.87.41:2222/udp/239.3.1.65:8132,0.37
CCTV14,http://114.254.87.170:2222/udp/239.3.1.65:8132,0.35
CCTV14,http://114.254.82.176:2222/udp/239.3.1.65:8132,0.25
CCTV15,http://175.173.198.22:9020/udp/232.0.0.179:1234,1.35
CCTV15,http://60.2.190.206:4000/udp/239.253.93.154:6322,1.02
CCTV15,http://60.10.106.114:555/udp/239.253.93.154:6322,1.02
CCTV15,http://101.20.43.127:555/udp/239.253.93.154:6322,1.02
CCTV15,http://175.146.122.104:8888/udp/232.0.0.179:1234,1.02
CCTV15,http://111.196.135.75:8686/udp/239.3.1.153:8136,1.02
CCTV15,http://114.252.238.87:8000/udp/239.3.1.153:8136,1.02
CCTV15,http://221.222.162.206:8888/udp/239.3.1.153:8136,1.01
CCTV15,http://111.199.234.10:18888/udp/239.3.1.153:8136,0.97
CCTV15,http://114.254.85.102:8888/udp/239.3.1.153:8136,0.96
CCTV15,http://114.243.102.150:8888/udp/239.3.1.153:8136,0.95
CCTV15,http://123.113.249.203:8888/udp/239.3.1.153:8136,0.94
CCTV15,http://123.118.159.0:8686/udp/239.3.1.153:8136,0.94
CCTV15,http://111.196.12.108:7088/udp/239.3.1.153:8136,0.92
CCTV15,http://123.113.187.204:8000/udp/239.3.1.153:8136,0.92
CCTV15,http://111.196.129.152:20000/udp/239.3.1.153:8136,0.91
CCTV15,http://123.113.189.90:8001/udp/239.3.1.153:8136,0.9
CCTV15,http://114.244.237.230:7088/udp/239.3.1.153:8136,0.9
CCTV15,http://175.173.198.22:9010/udp/232.0.0.179:1234,0.86
CCTV15,http://221.221.162.225:8888/udp/239.3.1.153:8136,0.86
CCTV15,http://222.129.139.229:8888/udp/239.3.1.153:8136,0.86
CCTV15,http://114.252.235.176:8000/udp/239.3.1.153:8136,0.84
CCTV15,http://114.244.233.134:7088/udp/239.3.1.153:8136,0.8
CCTV15,http://175.173.198.22:9009/udp/232.0.0.179:1234,0.76
CCTV15,http://222.128.86.76:8133/udp/239.3.1.153:8136,0.76
CCTV15,http://114.254.93.146:2222/udp/239.3.1.153:8136,0.75
CCTV15,http://114.243.98.12:8888/udp/239.3.1.153:8136,0.7
CCTV15,http://123.113.237.160:8888/udp/239.3.1.153:8136,0.69
CCTV15,http://222.129.139.91:8888/udp/239.3.1.153:8136,0.65
CCTV15,http://114.243.102.173:8888/udp/239.3.1.153:8136,0.63
CCTV15,http://60.7.56.22:4000/udp/239.253.93.154:6322,0.62
CCTV15,http://114.254.91.251:2222/udp/239.3.1.153:8136,0.61
CCTV15,http://120.6.209.42:8866/udp/239.253.93.154:6322,0.57
CCTV15,http://221.221.167.14:8888/udp/239.3.1.153:8136,0.57
CCTV15,http://114.254.91.244:2222/udp/239.3.1.153:8136,0.56
CCTV15,http://60.7.56.33:4000/udp/239.253.93.154:6322,0.55
CCTV15,http://175.173.198.22:9001/udp/232.0.0.179:1234,0.55
CCTV15,http://114.254.87.41:2222/udp/239.3.1.153:8136,0.37
CCTV15,http://114.254.87.170:2222/udp/239.3.1.153:8136,0.35
CCTV15,http://114.254.82.176:2222/udp/239.3.1.153:8136,0.25
CCTV16,http://175.173.198.22:9020/udp/232.0.0.182:1234,1.35
CCTV16,http://175.146.122.104:8888/udp/232.0.0.182:1234,1.02
CCTV16,http://111.196.135.75:8686/udp/239.3.1.183:8001,1.02
CCTV16,http://111.196.135.75:8686/udp/239.3.1.184:8001,1.02
CCTV16,http://114.252.238.87:8000/udp/239.3.1.183:8001,1.02
CCTV16,http://114.252.238.87:8000/udp/239.3.1.184:8001,1.02
CCTV16,http://221.222.162.206:8888/udp/239.3.1.183:8001,1.01
CCTV16,http://221.222.162.206:8888/udp/239.3.1.184:8001,1.01
CCTV16,http://111.199.234.10:18888/udp/239.3.1.183:8001,0.97
CCTV16,http://111.199.234.10:18888/udp/239.3.1.184:8001,0.97
CCTV16,http://114.254.85.102:8888/udp/239.3.1.183:8001,0.96
CCTV16,http://114.254.85.102:8888/udp/239.3.1.184:8001,0.96
CCTV16,http://114.243.102.150:8888/udp/239.3.1.183:8001,0.95
CCTV16,http://114.243.102.150:8888/udp/239.3.1.184:8001,0.95
CCTV16,http://123.113.249.203:8888/udp/239.3.1.183:8001,0.94
CCTV16,http://123.113.249.203:8888/udp/239.3.1.184:8001,0.94
CCTV16,http://123.118.159.0:8686/udp/239.3.1.183:8001,0.94
CCTV16,http://123.118.159.0:8686/udp/239.3.1.184:8001,0.94
CCTV16,http://111.196.12.108:7088/udp/239.3.1.183:8001,0.92
CCTV16,http://111.196.12.108:7088/udp/239.3.1.184:8001,0.92
CCTV16,http://123.113.187.204:8000/udp/239.3.1.183:8001,0.92
CCTV16,http://123.113.187.204:8000/udp/239.3.1.184:8001,0.92
CCTV16,http://111.196.129.152:20000/udp/239.3.1.183:8001,0.91
CCTV16,http://111.196.129.152:20000/udp/239.3.1.184:8001,0.91
CCTV16,http://123.113.189.90:8001/udp/239.3.1.183:8001,0.9
CCTV16,http://123.113.189.90:8001/udp/239.3.1.184:8001,0.9
CCTV16,http://114.244.237.230:7088/udp/239.3.1.183:8001,0.9
CCTV16,http://114.244.237.230:7088/udp/239.3.1.184:8001,0.9
CCTV16,http://175.173.198.22:9010/udp/232.0.0.182:1234,0.86
CCTV16,http://221.221.162.225:8888/udp/239.3.1.183:8001,0.86
CCTV16,http://221.221.162.225:8888/udp/239.3.1.184:8001,0.86
CCTV16,http://222.129.139.229:8888/udp/239.3.1.183:8001,0.86
CCTV16,http://222.129.139.229:8888/udp/239.3.1.184:8001,0.86
CCTV16,http://114.252.235.176:8000/udp/239.3.1.183:8001,0.84
CCTV16,http://114.252.235.176:8000/udp/239.3.1.184:8001,0.84
CCTV16,http://114.244.233.134:7088/udp/239.3.1.183:8001,0.8
CCTV16,http://114.244.233.134:7088/udp/239.3.1.184:8001,0.8
CCTV16,http://175.173.198.22:9009/udp/232.0.0.182:1234,0.76
