央视频道,#genre#
CCTV4欧洲,http://222.129.139.229:8888/udp/239.3.1.213:4220,0.86
CCTV4欧洲,http://114.252.235.176:8000/udp/239.3.1.213:4220,0.84
CCTV4欧洲,http://114.244.233.134:7088/udp/239.3.1.213:4220,0.8
CCTV4欧洲,http://222.128.86.76:8133/udp/239.3.1.213:4220,0.76
CCTV4欧洲,http://114.254.93.146:2222/udp/239.3.1.213:4220,0.75
CCTV4欧洲,http://114.243.98.12:8888/udp/239.3.1.213:4220,0.7
CCTV4欧洲,http://123.113.237.160:8888/udp/239.3.1.213:4220,0.69
CCTV4欧洲,http://222.129.139.91:8888/udp/239.3.1.213:4220,0.65
CCTV4欧洲,http://114.243.102.173:8888/udp/239.3.1.213:4220,0.63
CCTV4欧洲,http://60.7.56.22:4000/udp/239.253.93.192:6370,0.62
CCTV4欧洲,http://114.254.91.251:2222/udp/239.3.1.213:4220,0.61
CCTV4欧洲,http://120.6.209.42:8866/udp/239.253.93.192:6370,0.57
CCTV4欧洲,http://221.221.167.14:8888/udp/239.3.1.213:4220,0.57
CCTV4欧洲,http://114.254.91.244:2222/udp/239.3.1.213:4220,0.56
CCTV4欧洲,http://60.7.56.33:4000/udp/239.253.93.192:6370,0.55
CCTV4欧洲,http://114.254.87.41:2222/udp/239.3.1.213:4220,0.37
CCTV4欧洲,http://114.254.87.170:2222/udp/239.3.1.213:4220,0.35
CCTV4欧洲,http://114.254.82.176:2222/udp/239.3.1.213:4220,0.25
CCTV4美洲,http://60.2.190.206:4000/udp/239.253.93.193:6371,1.02
CCTV4美洲,http://60.10.106.114:555/udp/239.253.93.193:6371,1.02
CCTV4美洲,http://101.20.43.127:555/udp/239.253.93.193:6371,1.02
CCTV4美洲,http://111.196.135.75:8686/udp/239.3.1.214:4220,1.02
CCTV4美洲,http://114.252.238.87:8000/udp/239.3.1.214:4220,1.02
CCTV4美洲,http://221.222.162.206:8888/udp/239.3.1.214:4220,1.01
CCTV4美洲,http://111.199.234.10:18888/udp/239.3.1.214:4220,0.97
CCTV4美洲,http://114.254.85.102:8888/udp/239.3.1.214:4220,0.96
CCTV4美洲,http://114.243.102.150:8888/udp/239.3.1.214:4220,0.95
CCTV4美洲,http://123.113.249.203:8888/udp/239.3.1.214:4220,0.94
CCTV4美洲,http://123.118.159.0:8686/udp/239.3.1.214:4220,0.94
CCTV4美洲,http://111.196.12.108:7088/udp/239.3.1.214:4220,0.92
CCTV4美洲,http://123.113.187.204:8000/udp/239.3.1.214:4220,0.92
CCTV4美洲,http://111.196.129.152:20000/udp/239.3.1.214:4220,0.91
CCTV4美洲,http://123.113.189.90:8001/udp/239.3.1.214:4220,0.9
CCTV4美洲,http://114.244.237.230:7088/udp/239.3.1.214:4220,0.9
CCTV4美洲,http://221.221.162.225:8888/udp/239.3.1.214:4220,0.86
CCTV4美洲,http://222.129.139.229:8888/udp/239.3.1.214:4220,0.86
CCTV4美洲,http://114.252.235.176:8000/udp/239.3.1.214:4220,0.84
CCTV4美洲,http://114.244.233.134:7088/udp/239.3.1.214:4220,0.8
CCTV4美洲,http://222.128.86.76:8133/udp/239.3.1.214:4220,0.76
CCTV4美洲,http://114.254.93.146:2222/udp/239.3.1.214:4220,0.75
CCTV4美洲,http://114.243.98.12:8888/udp/239.3.1.214:4220,0.7
CCTV4美洲,http://123.113.237.160:8888/udp/239.3.1.214:4220,0.69
CCTV4美洲,http://222.129.139.91:8888/udp/239.3.1.214:4220,0.65
CCTV4美洲,http://114.243.102.173:8888/udp/239.3.1.214:4220,0.63
CCTV4美洲,http://60.7.56.22:4000/udp/239.253.93.193:6371,0.62
CCTV4美洲,http://114.254.91.251:2222/udp/239.3.1.214:4220,0.61
CCTV4美洲,http://120.6.209.42:8866/udp/239.253.93.193:6371,0.57
CCTV4美洲,http://221.221.167.14:8888/udp/239.3.1.214:4220,0.57
CCTV4美洲,http://114.254.91.244:2222/udp/239.3.1.214:4220,0.56
CCTV4美洲,http://60.7.56.33:4000/udp/239.253.93.193:6371,0.55
CCTV4美洲,http://114.254.87.41:2222/udp/239.3.1.214:4220,0.37
CCTV4美洲,http://114.254.87.170:2222/udp/239.3.1.214:4220,0.35
CCTV4美洲,http://114.254.82.176:2222/udp/239.3.1.214:4220,0.25
CCTV5,http://175.173.198.22:9020/udp/232.0.0.171:1234,1.35
CCTV5,http://60.2.190.206:4000/udp/239.253.92.181:6046,1.02
CCTV5,http://60.10.106.114:555/udp/239.253.92.181:6046,1.02
CCTV5,http://101.20.43.127:555/udp/239.253.92.181:6046,1.02
CCTV5,http://175.146.122.104:8888/udp/232.0.0.171:1234,1.02
CCTV5,http://111.196.135.75:8686/udp/239.3.1.173:8001,1.02
CCTV5,http://114.252.238.87:8000/udp/239.3.1.173:8001,1.02
CCTV5,http://221.222.162.206:8888/udp/239.3.1.173:8001,1.01
CCTV5,http://111.199.234.10:18888/udp/239.3.1.173:8001,0.97
CCTV5,http://114.254.85.102:8888/udp/239.3.1.173:8001,0.96
CCTV5,http://114.243.102.150:8888/udp/239.3.1.173:8001,0.95
CCTV5,http://123.113.249.203:8888/udp/239.3.1.173:8001,0.94
CCTV5,http://123.118.159.0:8686/udp/239.3.1.173:8001,0.94
CCTV5,http://111.196.12.108:7088/udp/239.3.1.173:8001,0.92
CCTV5,http://123.113.187.204:8000/udp/239.3.1.173:8001,0.92
CCTV5,http://111.196.129.152:20000/udp/239.3.1.173:8001,0.91
CCTV5,http://123.113.189.90:8001/udp/239.3.1.173:8001,0.9
CCTV5,http://114.244.237.230:7088/udp/239.3.1.173:8001,0.9
CCTV5,http://175.173.198.22:9010/udp/232.0.0.171:1234,0.86
CCTV5,http://221.221.162.225:8888/udp/239.3.1.173:8001,0.86
CCTV5,http://222.129.139.229:8888/udp/239.3.1.173:8001,0.86
CCTV5,http://114.252.235.176:8000/udp/239.3.1.173:8001,0.84
CCTV5,http://114.244.233.134:7088/udp/239.3.1.173:8001,0.8
CCTV5,http://175.173.198.22:9009/udp/232.0.0.171:1234,0.76
CCTV5,http://222.128.86.76:8133/udp/239.3.1.173:8001,0.76
CCTV5,http://114.254.93.146:2222/udp/239.3.1.173:8001,0.75
CCTV5,http://114.243.98.12:8888/udp/239.3.1.173:8001,0.7
CCTV5,http://123.113.237.160:8888/udp/239.3.1.173:8001,0.69
CCTV5,http://222.129.139.91:8888/udp/239.3.1.173:8001,0.65
CCTV5,http://114.243.102.173:8888/udp/239.3.1.173:8001,0.63
CCTV5,http://60.7.56.22:4000/udp/239.253.92.181:6046,0.62
CCTV5,http://114.254.91.251:2222/udp/239.3.1.173:8001,0.61
CCTV5,http://120.6.209.42:8866/udp/239.253.92.181:6046,0.57
CCTV5,http://221.221.167.14:8888/udp/239.3.1.173:8001,0.57
CCTV5,http://114.254.91.244:2222/udp/239.3.1.173:8001,0.56
CCTV5,http://60.7.56.33:4000/udp/239.253.92.181:6046,0.55
CCTV5,http://175.173.198.22:9001/udp/232.0.0.171:1234,0.55
CCTV5,http://114.254.87.41:2222/udp/239.3.1.173:8001,0.37
CCTV5,http://114.254.87.170:2222/udp/239.3.1.173:8001,0.35
CCTV5,http://114.254.82.176:2222/udp/239.3.1.173:8001,0.25
CCTV5+,http://175.173.198.22:9020/udp/232.0.0.93:1234,1.35
CCTV5+,http://60.2.190.206:4000/udp/239.253.92.82:8013,1.02
CCTV5+,http://60.10.106.114:555/udp/239.253.92.82:8013,1.02
CCTV5+,http://101.20.43.127:555/udp/239.253.92.82:8013,1.02
CCTV5+,http://175.146.122.104:8888/udp/232.0.0.93:1234,1.02
CCTV5+,http://111.196.135.75:8686/udp/239.3.1.130:8004,1.02
CCTV5+,http://114.252.238.87:8000/udp/239.3.1.130:8004,1.02
CCTV5+,http://221.222.162.206:8888/udp/239.3.1.130:8004,1.01
CCTV5+,http://111.199.234.10:18888/udp/239.3.1.130:8004,0.97
CCTV5+,http://114.254.85.102:8888/udp/239.3.1.130:8004,0.96
CCTV5+,http://114.243.102.150:8888/udp/239.3.1.130:8004,0.95
CCTV5+,http://123.113.249.203:8888/udp/239.3.1.130:8004,0.94
CCTV5+,http://123.118.159.0:8686/udp/239.3.1.130:8004,0.94
CCTV5+,http://111.196.12.108:7088/udp/239.3.1.130:8004,0.92
CCTV5+,http://123.113.187.204:8000/udp/239.3.1.130:8004,0.92
CCTV5+,http://111.196.129.152:20000/udp/239.3.1.130:8004,0.91
CCTV5+,http://123.113.189.90:8001/udp/239.3.1.130:8004,0.9
CCTV5+,http://114.244.237.230:7088/udp/239.3.1.130:8004,0.9
CCTV5+,http://175.173.198.22:9010/udp/232.0.0.93:1234,0.86
CCTV5+,http://221.221.162.225:8888/udp/239.3.1.130:8004,0.86
CCTV5+,http://222.129.139.229:8888/udp/239.3.1.130:8004,0.86
CCTV5+,http://114.252.235.176:8000/udp/239.3.1.130:8004,0.84
CCTV5+,http://114.244.233.134:7088/udp/239.3.1.130:8004,0.8
CCTV5+,http://175.173.198.22:9009/udp/232.0.0.93:1234,0.76
CCTV5+,http://222.128.86.76:8133/udp/239.3.1.130:8004,0.76
CCTV5+,http://114.254.93.146:2222/udp/239.3.1.130:8004,0.75
CCTV5+,http://114.243.98.12:8888/udp/239.3.1.130:8004,0.7
CCTV5+,http://123.113.237.160:8888/udp/239.3.1.130:8004,0.69
CCTV5+,http://222.129.139.91:8888/udp/239.3.1.130:8004,0.65
CCTV5+,http://114.243.102.173:8888/udp/239.3.1.130:8004,0.63
CCTV5+,http://60.7.56.22:4000/udp/239.253.92.82:8013,0.62
CCTV5+,http://114.254.91.251:2222/udp/239.3.1.130:8004,0.61
CCTV5+,http://120.6.209.42:8866/udp/239.253.92.82:8013,0.57
CCTV5+,http://221.221.167.14:8888/udp/239.3.1.130:8004,0.57
CCTV5+,http://114.254.91.244:2222/udp/239.3.1.130:8004,0.56
CCTV5+,http://60.7.56.33:4000/udp/239.253.92.82:8013,0.55
CCTV5+,http://175.173.198.22:9001/udp/232.0.0.93:1234,0.55
CCTV5+,http://114.254.87.41:2222/udp/239.3.1.130:8004,0.37
CCTV5+,http://114.254.87.170:2222/udp/239.3.1.130:8004,0.35
CCTV5+,http://114.254.82.176:2222/udp/239.3.1.130:8004,0.25
CCTV6,http://175.173.198.22:9020/udp/232.0.0.172:1234,1.35
CCTV6,http://60.2.190.206:4000/udp/239.253.92.193:6058,1.02
CCTV6,http://60.10.106.114:555/udp/239.253.92.193:6058,1.02
CCTV6,http://101.20.43.127:555/udp/239.253.92.193:6058,1.02
CCTV6,http://175.146.122.104:8888/udp/232.0.0.172:1234,1.02
CCTV6,http://111.196.135.75:8686/udp/239.3.1.174:8001,1.02
CCTV6,http://114.252.238.87:8000/udp/239.3.1.174:8001,1.02
CCTV6,http://221.222.162.206:8888/udp/239.3.1.174:8001,1.01
CCTV6,http://111.199.234.10:18888/udp/239.3.1.174:8001,0.97
CCTV6,http://114.254.85.102:8888/udp/239.3.1.174:8001,0.96
CCTV6,http://114.243.102.150:8888/udp/239.3.1.174:8001,0.95
CCTV6,http://123.113.249.203:8888/udp/239.3.1.174:8001,0.94
CCTV6,http://123.118.159.0:8686/udp/239.3.1.174:8001,0.94
CCTV6,http://111.196.12.108:7088/udp/239.3.1.174:8001,0.92
CCTV6,http://123.113.187.204:8000/udp/239.3.1.174:8001,0.92
CCTV6,http://111.196.129.152:20000/udp/239.3.1.174:8001,0.91
CCTV6,http://123.113.189.90:8001/udp/239.3.1.174:8001,0.9
CCTV6,http://114.244.237.230:7088/udp/239.3.1.174:8001,0.9
CCTV6,http://175.173.198.22:9010/udp/232.0.0.172:1234,0.86
CCTV6,http://221.221.162.225:8888/udp/239.3.1.174:8001,0.86
CCTV6,http://222.129.139.229:8888/udp/239.3.1.174:8001,0.86
CCTV6,http://114.252.235.176:8000/udp/239.3.1.174:8001,0.84
CCTV6,http://114.244.233.134:7088/udp/239.3.1.174:8001,0.8
CCTV6,http://175.173.198.22:9009/udp/232.0.0.172:1234,0.76
CCTV6,http://222.128.86.76:8133/udp/239.3.1.174:8001,0.76
CCTV6,http://114.254.93.146:2222/udp/239.3.1.174:8001,0.75
CCTV6,http://114.243.98.12:8888/udp/239.3.1.174:8001,0.7
CCTV6,http://123.113.237.160:8888/udp/239.3.1.174:8001,0.69
CCTV6,http://222.129.139.91:8888/udp/239.3.1.174:8001,0.65
CCTV6,http://114.243.102.173:8888/udp/239.3.1.174:8001,0.63
CCTV6,http://60.7.56.22:4000/udp/239.253.92.193:6058,0.62
CCTV6,http://114.254.91.251:2222/udp/239.3.1.174:8001,0.61
CCTV6,http://120.6.209.42:8866/udp/239.253.92.193:6058,0.57
CCTV6,http://221.221.167.14:8888/udp/239.3.1.174:8001,0.57
CCTV6,http://114.254.91.244:2222/udp/239.3.1.174:8001,0.56
CCTV6,http://60.7.56.33:4000/udp/239.253.92.193:6058,0.55
CCTV6,http://175.173.198.22:9001/udp/232.0.0.172:1234,0.55
CCTV6,http://114.254.87.41:2222/udp/239.3.1.174:8001,0.37
CCTV6,http://114.254.87.170:2222/udp/239.3.1.174:8001,0.35
CCTV6,http://114.254.82.176:2222/udp/239.3.1.174:8001,0.25
CCTV7,http://175.173.198.22:9020/udp/232.0.0.136:1234,1.35
CCTV7,http://60.2.190.206:4000/udp/239.253.92.194:6059,1.02
CCTV7,http://60.10.106.114:555/udp/239.253.92.194:6059,1.02
CCTV7,http://101.20.43.127:555/udp/239.253.92.194:6059,1.02
CCTV7,http://175.146.122.104:8888/udp/232.0.0.136:1234,1.02
CCTV7,http://111.196.135.75:8686/udp/239.3.1.61:8104,1.02
CCTV7,http://114.252.238.87:8000/udp/239.3.1.61:8104,1.02
CCTV7,http://221.222.162.206:8888/udp/239.3.1.61:8104,1.01
CCTV7,http://111.199.234.10:18888/udp/239.3.1.61:8104,0.97
CCTV7,http://114.254.85.102:8888/udp/239.3.1.61:8104,0.96
CCTV7,http://114.243.102.150:8888/udp/239.3.1.61:8104,0.95
CCTV7,http://123.113.249.203:8888/udp/239.3.1.61:8104,0.94
CCTV7,http://123.118.159.0:8686/udp/239.3.1.61:8104,0.94
CCTV7,http://111.196.12.108:7088/udp/239.3.1.61:8104,0.92
CCTV7,http://123.113.187.204:8000/udp/239.3.1.61:8104,0.92
CCTV7,http://111.196.129.152:20000/udp/239.3.1.61:8104,0.91
CCTV7,http://123.113.189.90:8001/udp/239.3.1.61:8104,0.9
CCTV7,http://114.244.237.230:7088/udp/239.3.1.61:8104,0.9
CCTV7,http://175.173.198.22:9010/udp/232.0.0.136:1234,0.86
CCTV7,http://221.221.162.225:8888/udp/239.3.1.61:8104,0.86
